,sbj_id,id_learning_sen,target_order,complexity,target,n_of_fix,tot_dur_target,single_fix,gaze_dur_target
6210,41,2lf2,4,lf,zudulespa:,13,3925,,1365
6211,41,18sf4,4,sf,pobedismo,8,2381,,1481
6212,41,8lf1,4,lf,"vicraziaba,",8,2170,402.0,402
6213,41,8lf2,5,lf,vicraziaba,3,486,,486
6214,41,6sf8,9,sf,tobufizia,6,1632,,512
6215,41,6sf6,10,sf,tobufizia,2,399,,399
6216,41,2lf4,5,lf,zudulespa,4,1716,,1716
6217,41,1hf7,9,hf,rugobondo,6,1887,,906
6218,41,18sf3,5,sf,pobedismo,5,2759,,1281
6219,41,12sf2,5,sf,pubbanista,7,1493,,854
6220,41,5lf4,5,lf,vutuvolmo,7,2546,334.0,334
6221,41,17lf5,5,lf,vugipepre,5,1525,,1525
6222,41,10hf4,4,hf,cribotallo,12,3140,,1161
6223,41,2lf8,6,lf,zudulespa:,10,2664,,1450
6224,41,17lf10,6,lf,vugipepre,4,1572,339.0,339
6225,41,8lf4,6,lf,vicraziaba,4,832,276.0,276
6226,41,15sf3,4,sf,cridolario,4,1308,,1308
6227,41,14lf5,9,lf,slobadinna,10,2416,,1083
6228,41,2lf5,7,lf,zudulespa,3,676,,676
6229,41,11lf7,8,lf,mernidasio,4,1715,,1715
6230,41,5lf6,6,lf,vutuvolmo,8,1842,,723
6231,41,5lf10,7,lf,vutuvolmo,5,1442,,469
6232,41,10hf5,5,hf,cribotallo:,7,1943,,706
6233,41,13hf4,5,hf,dorguvosto,15,4267,,1981
6234,41,13hf5,6,hf,"dorguvosto,",5,1807,,1125
6235,41,18sf8,6,sf,pobedismo,7,2017,,1427
6236,41,2lf6,8,lf,zudulespa,7,1979,,526
6237,41,12sf6,6,sf,pubbanista,5,1651,,405
6238,41,4hf4,5,hf,ceburenso,8,3041,,1250
6239,41,5lf1,8,lf,vutuvolmo,4,907,,297
6240,41,8lf10,7,lf,"vicraziaba,",4,886,,886
6241,41,8lf8,8,lf,vicraziaba,3,719,,468
6242,41,4hf7,6,hf,"ceburenso,",3,864,,864
6243,41,10hf6,6,hf,cribotallo:,3,567,,567
6244,41,8lf9,9,lf,vicraziaba,3,674,,674
6245,41,17lf8,7,lf,vugipepre,3,1020,,1020
6246,41,15sf5,5,sf,cridolario,7,1664,202.0,202
6247,41,4hf8,7,hf,ceburenso,6,1592,344.0,344
6248,41,4hf10,8,hf,ceburenso,5,1102,312.0,312
6249,41,17lf6,8,lf,vugipepre,4,858,,858
6250,41,11lf9,9,lf,mernidasio,8,2250,,440
6251,41,13hf10,7,hf,dorguvosto,6,1703,,735
6252,41,18sf10,7,sf,pobedismo,6,1577,,805
6253,41,18sf5,8,sf,pobedismo,7,1427,,1151
6254,41,9sf5,7,sf,cettobiere,5,1271,,1271
6255,41,9sf3,8,sf,cettobiere,4,1186,,575
6256,41,13hf8,8,hf,dorguvosto,6,1701,256.0,256
6257,41,15sf1,6,sf,cridolario,5,1519,,1519
6258,41,9sf1,9,sf,"cettobiere,",5,1072,,1072
6259,41,7hf2,8,hf,"clivunento,",9,2598,,2598
6260,41,4hf5,9,hf,"ceburenso,",7,2310,254.0,254
6261,41,16hf6,4,hf,cevecogno,8,3391,,3391
6262,41,12sf3,7,sf,pubbanista,7,1404,,631
6263,41,11lf5,10,lf,mernidasio,10,3223,,3223
6264,41,12sf8,8,sf,pubbanista,4,958,,468
6265,41,3sf1,9,sf,mudegenza,2,939,,939
6266,41,8lf7,10,lf,"vicraziaba,",4,917,210.0,210
6267,41,10hf8,7,hf,cribotallo,3,466,,466
6268,41,13hf7,9,hf,dorguvosto:,6,1911,,1911
6269,41,7hf4,9,hf,clivunento,5,1267,,1267
6270,41,14lf9,1,lf,slibadinna,12,3301,,951
6271,41,12sf1,9,sf,pubbanista,3,949,,949
6272,41,18sf1,9,sf,pobedismo:,6,1778,,1778
6273,41,15sf7,7,sf,"cridolario,",6,2055,,1458
6274,41,3sf7,10,sf,mudegenza,4,950,,431
6275,41,18sf6,10,sf,pobedismo,7,1838,,1021
6276,41,16hf7,5,hf,cevecogno,4,1502,,1502
6277,41,1hf9,10,hf,rugobondo,4,952,,683
6278,41,17lf9,9,lf,vugipepre,9,2573,,1675
6279,41,12sf5,10,sf,"pubbanista,",6,1342,,675
6280,41,16hf9,6,hf,cevecogno,3,706,,706
6281,41,15sf6,8,sf,cridolario,8,1819,,431
6282,41,10hf9,8,hf,cribotallo:,3,629,,546
6283,41,5lf7,9,lf,vutuvolmo,4,1184,,1184
6284,41,16hf4,7,hf,"cevecogno,",3,695,,695
6285,41,15sf2,9,sf,cridolario,4,1158,333.0,333
6286,41,16hf1,8,hf,"cevecogno,",7,1758,159.0,159
6287,41,5lf9,10,lf,vutuvolmo,5,1522,,1051
6288,41,7hf6,10,hf,clivunento,10,3093,,1411
6289,41,4hf1,10,hf,ceburenso,9,2002,,1020
6290,41,16hf10,9,hf,cevecogno,5,1446,,1446
6291,41,16hf8,10,hf,cevecogno:,2,482,,482
6292,41,2lf10,9,lf,zudulespa,5,1924,,1924
6293,41,9sf10,10,sf,"cettobiere,",4,1384,,1019
6294,41,15sf9,10,sf,cridolario:,7,1678,,1189
6295,41,13hf9,10,hf,dorguvosto,8,2290,,1224
6296,41,2lf3,10,lf,zudulespa,5,1386,,1386
6297,41,10hf2,9,hf,cribotallo,9,1734,,634
6298,41,17lf3,10,lf,vugipepre,6,1488,,1488
6299,41,10hf1,10,hf,"cribotallo,",6,1150,,401
6300,42,2sf4,1,sf,zudulenza,10,2185,146.0,146
6301,42,18hf3,1,hf,pobedogno,10,2536,,1519
6302,42,16lf6,1,lf,cevecepre,9,2142,243.0,243
6303,42,3hf10,1,hf,mudegondo;,11,2776,,1501
6304,42,12hf6,1,hf,pubbanallo,16,3632,,1629
6305,42,9hf2,1,hf,cettobento,10,2494,,1168
6306,42,2sf3,2,sf,zudulenza,19,4376,,775
6307,42,4lf8,1,lf,ceburolmo,17,4047,,794
6308,42,8sf5,1,sf,vicraziere,11,2675,,859
6309,42,10lf2,1,lf,cribotasio,17,3354,,1506
6310,42,6hf10,1,hf,"tobufenso,",15,3469,,508
6311,42,7lf5,1,lf,clivuniaba,18,4643,,1254
6312,42,1lf2,1,lf,rugobespa,26,5458,171.0,171
6313,42,7lf2,2,lf,"clivuniaba,",15,3432,,1236
6314,42,18hf6,2,hf,pobedogno,22,4407,,1247
6315,42,10lf1,2,lf,"cribotasio,",19,3763,,1220
6316,42,8sf7,2,sf,"vicraziere,",20,4395,,609
6317,42,8sf6,3,sf,"vicraziere,",9,2096,,328
6318,42,14sf8,1,sf,slibadario,12,2968,,817
6319,42,16lf5,2,lf,cevecepre,17,4271,,905
6320,42,5sf2,1,sf,vutuvizia,13,2697,,1009
6321,42,7lf9,3,lf,clivuniaba,10,2076,140.0,140
6322,42,13lf2,1,lf,dorguvinna,14,2891,,1099
6323,42,14sf1,2,sf,slibadario:,15,3576,,1104
6324,42,11sf3,1,sf,mernidista,20,4750,,1936
6325,42,9hf7,2,hf,cettobento,21,5336,,895
6326,42,18hf10,3,hf,pobedogno,13,3217,,768
6327,42,10lf3,3,lf,"cribotasio,",16,3476,,914
6328,42,1lf7,2,lf,rugobespa,18,4184,,470
6329,42,13lf9,2,lf,dorguvinna,19,4319,,707
6330,42,12hf8,2,hf,pubbanallo,5,1061,,393
6331,42,12hf9,3,hf,pubbanallo,10,2522,,623
6332,42,6hf5,2,hf,tobufenso,13,2602,,871
6333,42,12hf3,4,hf,pubbanallo,8,2543,,891
6334,42,15hf6,1,hf,cridolosto,14,3293,,806
6335,42,18hf7,4,hf,pobedogno,13,2768,,941
6336,42,6hf3,3,hf,tobufenso,18,4612,,895
6337,42,6hf9,4,hf,"tobufenso,",12,2525,,391
6338,42,14sf6,3,sf,slibadario,12,3212,425.0,425
6339,42,12hf7,5,hf,pubbanallo,7,1665,,663
6340,42,18hf4,5,hf,pobedogno,14,3094,,1982
6341,42,15hf3,2,hf,cridolosto,7,1484,,754
6342,42,9hf1,3,hf,"cettobento,",14,3085,,1327
6343,42,5sf4,2,sf,vutuvizia,4,1089,,639
6344,42,1lf1,3,lf,"rugobespa,",9,2291,,894
6345,42,4lf1,2,lf,ceburolmo,13,3294,,1429
6346,42,7lf4,4,lf,clivuniaba,9,2445,,903
6347,42,11sf10,2,sf,mernidista,17,3397,,1493
6348,42,9hf5,4,hf,cettobento,9,2002,,550
6349,42,10lf4,4,lf,cribotasio,8,1823,,609
6350,42,8sf2,4,sf,vicraziere,12,2576,,657
6351,42,13lf6,3,lf,dorguvinna,15,3204,,1154
6352,42,13lf1,4,lf,dorguvinna,11,1960,,472
6353,42,6hf1,5,hf,tobufenso,9,1867,275.0,275
6354,42,9hf9,5,hf,"cettobento,",12,2048,,546
6355,42,4lf9,3,lf,ceburolmo,13,3068,,949
6356,42,16lf9,3,lf,cevecepre,23,5112,,1019
6357,42,2sf8,3,sf,zudulenza:,18,4061,,723
6358,42,4lf3,4,lf,ceburolmo,4,754,144.0,144
6359,42,9hf10,6,hf,"cettobento,",10,2167,,419
6360,42,16lf8,4,lf,cevecepre:,12,2860,,441
6361,42,17sf3,1,sf,vugipismo,12,3162,,1404
6362,42,16lf7,5,lf,cevecepre,9,2041,,462
6363,42,13lf10,5,lf,dorguvinna,12,2414,179.0,179
6364,42,2sf2,4,sf,zudulenza:,7,1397,136.0,136
6365,42,7lf10,5,lf,clivuniaba,9,2240,,924
6366,42,6hf8,6,hf,tobufenso,11,2424,,659
6367,42,17sf5,2,sf,vugipismo,10,2800,,655
6368,42,6hf4,7,hf,tobufenso,10,2040,,339
6369,42,11sf8,3,sf,"mernidista,",11,2705,,1253
6370,42,7lf7,6,lf,clivuniaba,4,1336,,771
6371,42,4lf2,5,lf,ceburolmo,8,1821,,1359
6372,42,18hf5,6,hf,pobedogno,16,4575,,1191
6373,42,18hf8,7,hf,pobedogno,7,1788,,323
6374,42,18hf9,8,hf,pobedogno,6,1367,176.0,176
6375,42,17sf10,3,sf,vugipismo,10,2360,,708
6376,42,7lf6,7,lf,clivuniaba,9,1630,,745
6377,42,14sf3,4,sf,"slibadario,",15,3007,,945
6378,42,17sf6,4,sf,vugipismo,7,1383,265.0,265
6379,42,2sf9,5,sf,zudulenza:,8,2114,331.0,331
6380,42,5sf8,3,sf,vutuvizia,10,2135,,692
6381,42,8sf4,5,sf,vicraziere,6,1531,,709
6382,42,1lf10,4,lf,rugobespa,10,2816,,1065
6383,42,16lf10,6,lf,cevecepre,8,1903,,725
6384,42,17sf9,5,sf,vugipismo,4,1209,249.0,249
6385,42,8sf9,6,sf,vicraziere,6,1329,,411
6386,42,7lf3,8,lf,clivuniaba,7,1358,,414
6387,42,12hf10,6,hf,pubbanallo,11,2571,,755
6388,42,18hf1,9,hf,pobedogno:,15,3437,,633
6389,42,8sf3,7,sf,vicraziere,3,623,,385
6390,42,16lf1,7,lf,"cevecepre,",11,2575,,463
6391,42,14sf7,5,sf,slibadario,13,2567,,916
6392,42,13lf7,6,lf,dorguvinna:,8,1409,,631
6393,42,3hf8,2,hf,mudegondo,11,2382,,803
6394,42,17sf4,6,sf,vugipismo,9,2125,530.0,530
6395,42,2sf6,6,sf,zudulenza,12,3010,513.0,513
6396,42,2sf10,7,sf,zudulenza,5,943,,356
6397,42,15hf7,3,hf,"cridolosto,",4,804,,804
6398,42,3hf4,3,hf,mudegondo,7,1380,,966
6399,42,17sf2,7,sf,vugipismo,5,1120,,435
6400,42,11sf4,4,sf,"mernidista,",11,2434,,662
6401,42,8sf10,8,sf,"vicraziere,",6,1390,,421
6402,42,4lf6,6,lf,ceburolmo,15,3252,,1785
6403,42,1lf6,5,lf,rugobespa,17,4318,,669
6404,42,17sf8,8,sf,vugipismo,1,307,307.0,307
6405,42,5sf10,4,sf,vutuvizia,6,1664,,863
6406,42,1lf9,6,lf,rugobespa,25,5692,,492
6407,42,11sf6,5,sf,mernidista,10,2815,,590
6408,42,8sf8,9,sf,vicraziere,4,874,,507
6409,42,5sf1,5,sf,vutuvizia,1,521,521.0,521
6410,42,9hf3,7,hf,cettobento,15,3114,,606
6411,42,3hf7,4,hf,mudegondo,9,2521,,721
6412,42,15hf2,4,hf,cridolosto,5,1495,,1298
6413,42,1lf5,7,lf,rugobespa,7,1438,,610
6414,42,13lf3,7,lf,dorguvinna,9,2167,,751
6415,42,1lf4,8,lf,rugobespa,8,2334,,523
6416,42,10lf5,5,lf,cribotasio:,8,1650,,586
6417,42,10lf10,6,lf,cribotasio,5,893,,538
6418,42,17sf7,9,sf,"vugipismo,",3,634,,634
6419,42,13lf4,8,lf,dorguvinna,2,295,154.0,154
6420,42,3hf5,5,hf,mudegondo,8,1842,,593
6421,42,3hf1,6,hf,mudegondo,9,2019,,543
6422,42,10lf8,7,lf,cribotasio,12,2607,,1292
6423,42,6hf2,8,hf,tobufenso,10,2399,,698
6424,42,9hf8,8,hf,cettobento:,11,2594,,352
6425,42,3hf3,7,hf,"mudegondo,",11,3004,,1781
6426,42,18hf2,10,hf,pobedogno,9,1976,,653
6427,42,12hf2,7,hf,pubbanallo,9,2602,,2189
6428,42,4lf5,7,lf,"ceburolmo,",9,1755,,951
